"Chromosome"	"Start"	"End"	"Strand"	"Feature"	"Illumina"	"Missing"	"Length"	"Miss %"	"Locus Tag"	"Product"
"CP040689"	3829233	3829442	"-"	"pseudogenic_exon"	"Missing"	18	210	8.6	"FF952_18585"	"hypothetical protein"
"CP040689"	3829233	3829442	"-"	"pseudogene"	"Missing"	18	210	8.6	"FF952_18585"	
"CP040689"	3858366	3858902	"+"	"gene"	"Missing"	537	537	100	"FF952_18765"	
"CP040689"	3858366	3858902	"+"	"mRNA"	"Missing"	537	537	100	"FF952_18765"	
"CP040689"	3858366	3858902	"+"	"CDS"	"Missing"	537	537	100	"FF952_18765"	"PPE family protein"
"CP040689"	3858366	3858902	"+"	"exon"	"Missing"	537	537	100		
"CP040689"	3862993	3864414	"-"	"gene"	"Missing"	286	1422	20.1	"FF952_18790"	
"CP040689"	3862993	3864414	"-"	"mRNA"	"Missing"	286	1422	20.1	"FF952_18790"	
"CP040689"	3862993	3864414	"-"	"CDS"	"Missing"	286	1422	20.1	"FF952_18790"	"bifunctional ADP-dependent NAD(P)H-hydrate dehydratase/NAD(P)H-hydrate epimerase"
"CP040689"	3862993	3864414	"-"	"exon"	"Missing"	286	1422	20.1		
"CP040689"	3869460	3870863	"-"	"gene"	"Missing"	151	1404	10.8	"FF952_18820"	
"CP040689"	3869460	3870863	"-"	"mRNA"	"Missing"	151	1404	10.8	"FF952_18820"	
"CP040689"	3869460	3870863	"-"	"CDS"	"Missing"	151	1404	10.8	"FF952_18820"	"hypothetical protein"
"CP040689"	3869460	3870863	"-"	"exon"	"Missing"	151	1404	10.8		
"CP040689"	3904324	3905496	"+"	"gene"	"Missing"	947	1173	80.7	"FF952_19010"	
"CP040689"	3904324	3905496	"+"	"mRNA"	"Missing"	947	1173	80.7	"FF952_19010"	
"CP040689"	3904324	3905496	"+"	"CDS"	"Missing"	947	1173	80.7	"FF952_19010"	"PPE family protein"
"CP040689"	3904324	3905496	"+"	"exon"	"Missing"	947	1173	80.7		
"CP040689"	3921564	3923258	"-"	"gene"	"Missing"	177	1695	10.4	"FF952_19095"	
"CP040689"	3921564	3923258	"-"	"mRNA"	"Missing"	177	1695	10.4	"FF952_19095"	
"CP040689"	3921564	3923258	"-"	"CDS"	"Missing"	177	1695	10.4	"FF952_19095"	"virulence factor Mce family protein"
"CP040689"	3921564	3923258	"-"	"exon"	"Missing"	177	1695	10.4		
"CP040689"	3936458	3940705	"+"	"gene"	"Missing"	3509	4248	82.6	"FF952_19160"	
"CP040689"	3936458	3940705	"+"	"mRNA"	"Missing"	3509	4248	82.6	"FF952_19160"	
"CP040689"	3936458	3940705	"+"	"CDS"	"Missing"	3509	4248	82.6	"FF952_19160"	"PE family protein"
"CP040689"	3936458	3940705	"+"	"exon"	"Missing"	3509	4248	82.6		
"CP040689"	3940996	3947376	"+"	"gene"	"Missing"	6357	6381	99.6	"FF952_19165"	
"CP040689"	3940996	3947376	"+"	"mRNA"	"Missing"	6357	6381	99.6	"FF952_19165"	
"CP040689"	3940996	3947376	"+"	"CDS"	"Missing"	6357	6381	99.6	"FF952_19165"	"PE family protein"
"CP040689"	3940996	3947376	"+"	"exon"	"Missing"	6357	6381	99.6		
"CP040689"	3950283	3956003	"+"	"gene"	"Missing"	5277	5721	92.2	"FF952_19180"	
"CP040689"	3950283	3956003	"+"	"mRNA"	"Missing"	5277	5721	92.2	"FF952_19180"	
"CP040689"	3950283	3956003	"+"	"CDS"	"Missing"	5277	5721	92.2	"FF952_19180"	"PE family protein"
"CP040689"	3950283	3956003	"+"	"exon"	"Missing"	5277	5721	92.2		
"CP040689"	3956132	3956788	"-"	"gene"	"Missing"	451	657	68.6	"FF952_19185"	
"CP040689"	3956132	3956788	"-"	"mRNA"	"Missing"	451	657	68.6	"FF952_19185"	
"CP040689"	3956132	3956788	"-"	"CDS"	"Missing"	451	657	68.6	"FF952_19185"	"fatty-acid--CoA ligase"
"CP040689"	3956132	3956788	"-"	"exon"	"Missing"	451	657	68.6		
"CP040689"	3956834	3959794	"+"	"gene"	"Missing"	2490	2961	84.1	"FF952_19190"	
"CP040689"	3956834	3959794	"+"	"mRNA"	"Missing"	2490	2961	84.1	"FF952_19190"	
"CP040689"	3956834	3959794	"+"	"CDS"	"Missing"	2490	2961	84.1	"FF952_19190"	"PE family protein"
"CP040689"	3956834	3959794	"+"	"exon"	"Missing"	2490	2961	84.1		
"CP040689"	4040932	4042686	"-"	"gene"	"Missing"	891	1755	50.8	"FF952_19600"	
"CP040689"	4040932	4042686	"-"	"mRNA"	"Missing"	891	1755	50.8	"FF952_19600"	
"CP040689"	4040932	4042686	"-"	"CDS"	"Missing"	891	1755	50.8	"FF952_19600"	"PE family protein"
"CP040689"	4040932	4042686	"-"	"exon"	"Missing"	891	1755	50.8		
"CP040689"	4046259	4047605	"-"	"gene"	"Missing"	756	1347	56.1	"FF952_19625"	
"CP040689"	4046259	4047605	"-"	"mRNA"	"Missing"	756	1347	56.1	"FF952_19625"	
"CP040689"	4046259	4047605	"-"	"CDS"	"Missing"	756	1347	56.1	"FF952_19625"	"PE family protein"
"CP040689"	4046259	4047605	"-"	"exon"	"Missing"	756	1347	56.1		
"CP040689"	4055858	4057051	"-"	"gene"	"Missing"	91	1194	7.6	"FF952_19670"	
"CP040689"	4055858	4057051	"-"	"mRNA"	"Missing"	91	1194	7.6	"FF952_19670"	
"CP040689"	4055858	4057051	"-"	"CDS"	"Missing"	91	1194	7.6	"FF952_19670"	"hypothetical protein"
"CP040689"	4055858	4057051	"-"	"exon"	"Missing"	91	1194	7.6		
"CP040689"	4062739	4063269	"+"	"gene"	"Missing"	434	531	81.7	"FF952_19705"	
"CP040689"	4062739	4063269	"+"	"mRNA"	"Missing"	434	531	81.7	"FF952_19705"	
"CP040689"	4062739	4063269	"+"	"CDS"	"Missing"	434	531	81.7	"FF952_19705"	"hypothetical protein"
"CP040689"	4062739	4063269	"+"	"exon"	"Missing"	434	531	81.7		
"CP040689"	4087550	4088116	"-"	"gene"	"Missing"	264	567	46.6	"FF952_19845"	
"CP040689"	4087550	4088116	"-"	"mRNA"	"Missing"	264	567	46.6	"FF952_19845"	
"CP040689"	4087550	4088116	"-"	"CDS"	"Missing"	264	567	46.6	"FF952_19845"	"hypothetical protein"
"CP040689"	4087550	4088116	"-"	"exon"	"Missing"	264	567	46.6		
"CP040689"	4102764	4103477	"+"	"gene"	"Missing"	519	714	72.7	"FF952_19925"	
"CP040689"	4102764	4103477	"+"	"mRNA"	"Missing"	519	714	72.7	"FF952_19925"	
"CP040689"	4102764	4103477	"+"	"CDS"	"Missing"	519	714	72.7	"FF952_19925"	"PE family protein"
"CP040689"	4102764	4103477	"+"	"exon"	"Missing"	519	714	72.7		
"CP040689"	4104489	4105064	"-"	"gene"	"Missing"	194	576	33.7	"FF952_19945"	
"CP040689"	4104489	4105064	"-"	"mRNA"	"Missing"	194	576	33.7	"FF952_19945"	
"CP040689"	4104489	4105064	"-"	"CDS"	"Missing"	194	576	33.7	"FF952_19945"	"type II secretion system F family protein"
"CP040689"	4104489	4105064	"-"	"exon"	"Missing"	194	576	33.7		
"CP040689"	4110214	4110984	"-"	"gene"	"Missing"	243	771	31.5	"FF952_19980"	
"CP040689"	4110214	4110984	"-"	"mRNA"	"Missing"	243	771	31.5	"FF952_19980"	
"CP040689"	4110214	4110984	"-"	"CDS"	"Missing"	243	771	31.5	"FF952_19980"	"oxidoreductase"
"CP040689"	4110214	4110984	"-"	"exon"	"Missing"	243	771	31.5		
"CP040689"	4129861	4130124	"-"	"gene"	"Missing"	24	264	9.1	"FF952_20085"	
"CP040689"	4129861	4130124	"-"	"mRNA"	"Missing"	24	264	9.1	"FF952_20085"	
"CP040689"	4129861	4130124	"-"	"CDS"	"Missing"	24	264	9.1	"FF952_20085"	"LacI family transcriptional regulator"
"CP040689"	4129861	4130124	"-"	"exon"	"Missing"	24	264	9.1		
"CP040689"	4162804	4164816	"+"	"pseudogenic_exon"	"Missing"	257	2013	12.8	"FF952_20260"	"2-isopropylmalate synthase"
"CP040689"	4162804	4164816	"+"	"pseudogene"	"Missing"	257	2013	12.8	"FF952_20260"	
"CP040689"	4165381	4165764	"+"	"pseudogenic_exon"	"Missing"	257	384	66.9	"FF952_20265"	"2-isopropylmalate synthase"
"CP040689"	4165381	4165764	"+"	"pseudogene"	"Missing"	257	384	66.9	"FF952_20265"	
"CP040689"	4166816	4167079	"-"	"gene"	"Missing"	70	264	26.5	"FF952_20275"	
"CP040689"	4166816	4167079	"-"	"mRNA"	"Missing"	70	264	26.5	"FF952_20275"	
"CP040689"	4166816	4167079	"-"	"CDS"	"Missing"	70	264	26.5	"FF952_20275"	"hypothetical protein"
"CP040689"	4166816	4167079	"-"	"exon"	"Missing"	70	264	26.5		
"CP040689"	4175017	4176753	"-"	"gene"	"Missing"	172	1737	9.9	"FF952_20325"	
"CP040689"	4175017	4176753	"-"	"mRNA"	"Missing"	172	1737	9.9	"FF952_20325"	
"CP040689"	4175017	4176753	"-"	"CDS"	"Missing"	172	1737	9.9	"FF952_20325"	"DNA polymerase III subunit gamma/tau"
"CP040689"	4175017	4176753	"-"	"exon"	"Missing"	172	1737	9.9		
"CP040689"	4286568	4288082	"+"	"gene"	"Missing"	200	1515	13.2	"FF952_20815"	
"CP040689"	4286568	4288082	"+"	"mRNA"	"Missing"	200	1515	13.2	"FF952_20815"	
"CP040689"	4286568	4288082	"+"	"CDS"	"Missing"	200	1515	13.2	"FF952_20815"	"PE family protein"
"CP040689"	4286568	4288082	"+"	"exon"	"Missing"	200	1515	13.2		
"CP040689"	4358765	4358908	"+"	"gene"	"Missing"	40	144	27.8	"FF952_21165"	
"CP040689"	4358765	4358908	"+"	"mRNA"	"Missing"	40	144	27.8	"FF952_21165"	
"CP040689"	4358765	4358908	"+"	"CDS"	"Missing"	40	144	27.8	"FF952_21165"	"uridylate kinase"
"CP040689"	4358765	4358908	"+"	"exon"	"Missing"	40	144	27.8		
"CP040689"	4367641	4369875	"-"	"gene"	"Missing"	481	2235	21.5	"FF952_21210"	
"CP040689"	4367641	4369875	"-"	"mRNA"	"Missing"	481	2235	21.5	"FF952_21210"	
"CP040689"	4367641	4369875	"-"	"CDS"	"Missing"	481	2235	21.5	"FF952_21210"	"type VII secretion system ESX-1 associated protein EspK"
"CP040689"	4367641	4369875	"-"	"exon"	"Missing"	481	2235	21.5		
"CP040689"	4390546	4392033	"-"	"gene"	"Missing"	160	1488	10.8	"FF952_21290"	
"CP040689"	4390546	4392033	"-"	"mRNA"	"Missing"	160	1488	10.8	"FF952_21290"	
"CP040689"	4390546	4392033	"-"	"CDS"	"Missing"	160	1488	10.8	"FF952_21290"	"type VII secretion system ESX-2 subunit EccB2"
"CP040689"	4390546	4392033	"-"	"exon"	"Missing"	160	1488	10.8		
"CP040689"	4394733	4395476	"-"	"gene"	"Missing"	207	744	27.8	"FF952_21310"	
"CP040689"	4394733	4395476	"-"	"mRNA"	"Missing"	207	744	27.8	"FF952_21310"	
"CP040689"	4394733	4395476	"-"	"CDS"	"Missing"	207	744	27.8	"FF952_21310"	"hypothetical protein"
"CP040689"	4394733	4395476	"-"	"exon"	"Missing"	207	744	27.8		
